id,text,scenario,confidence,source_film,start_timestamp,end_timestamp,context_before,context_after,catalan_markers,has_catalan_slang,has_spanish_slang,has_any_slang,catalan_slang_count,spanish_slang_count,total_slang_count,catalan_slang_found,spanish_slang_found
The Spanish Apartment_2002_4390051_378,¡Bien! ¡Sí!,greetings,0.6876094055175782,The Spanish Apartment,"00:29:00,560","00:29:02,240","¡Genial! Ya tengo piso. ¡Anda, qué bien! | Sí, entonces, vale.","Yo tengo un cuarto de mierda donde trabajo. | ¿Qué haces? Estoy de au pair, cuido niños.",,False,True,True,0,3,3,{},"{""common_expressions"": [""vale""], ""cool_reactions"": [""Genial""], ""swears_expressions"": [""mierda""]}"
Barcelona Summer Night_2013_6579113_762,"Perdonad, pero me voy a cagar.",apologies,0.6786544990539551,Barcelona Summer Night,"00:35:43,120","00:35:44,620",Faltaban dos Huesitos. | Hostia puta.,"Josep, por favor. ¿No estamos en familia. | ¿Y qué? ¿Veréis el cometa más tarde?",,True,True,True,1,2,3,"{""swears_edgy"": [""Hostia""]}","{""swears_expressions"": [""Hostia"", ""puta""]}"
Topical Spanish_1970_1158347_662,"Vale, adelante.",farewells,0.7205222320556641,Topical Spanish,"00:53:25,482","00:53:27,402",Cuando yo os diga. | empezáis.,"Vale, vale, parad.",,False,True,True,0,3,3,{},"{""common_expressions"": [""Vale"", ""Vale"", ""vale""]}"
The Spanish Apartment_2002_4389755_378,¡Bien! ¡Sí!,greetings,0.6876094055175782,The Spanish Apartment,"00:29:18,809","00:29:20,489","¡Genial! Ya tengo piso. ¡Anda, qué bien! | Sí, entonces, vale.","Yo tengo un cuarto de mierda donde trabajo. | ¿Qué haces? Estoy de au pair, cuido niños.",,False,True,True,0,3,3,{},"{""common_expressions"": [""vale""], ""cool_reactions"": [""Genial""], ""swears_expressions"": [""mierda""]}"
Spanish Affair 2_2015_2833100_750,"Perdona, perdona. Joder, es que se me dan fatal las bodas.",apologies,0.8432932996749878,Spanish Affair 2,"00:45:30,562","00:45:34,650","de ""que me alegro tela"". ¿Sabes? | Vale.","Bueno, no pasa nada, no pasa nada. | Es que yo vengo aquí con todo el rollo",,False,True,True,0,3,3,{},"{""common_expressions"": [""Vale"", ""rollo""], ""swears_expressions"": [""Joder""]}"
The Spanish Apartment_2002_4389034_1151,Vale. Hasta luego.,farewells,1.0,The Spanish Apartment,"01:38:42,480","01:38:44,200","¿Vale, de acuerdo? Vale. | Sí, sí. perdona.",¿Y qué ibas a decirme de tu novia.? | ¿Lo sabes?,,False,True,True,0,3,3,{},"{""common_expressions"": [""Vale"", ""Vale"", ""Vale""]}"
The Spanish Apartment_2002_4388885_1151,Vale. Hasta luego.,farewells,1.0,The Spanish Apartment,"01:38:43,834","01:38:45,554","¿Vale, de acuerdo? Vale. | Sí, sí. perdona.",¿Y qué ibas a decirme de tu novia.? | ¿Lo sabes?,,False,True,True,0,3,3,{},"{""common_expressions"": [""Vale"", ""Vale"", ""Vale""]}"
The Spanish Apartment_2002_4388885_378,¡Bien! ¡Sí!,greetings,0.6876094055175782,The Spanish Apartment,"00:29:18,560","00:29:20,240","¡Genial! Ya tengo piso. ¡Anda, qué bien! | Sí, entonces, vale.","Yo tengo un cuarto de mierda donde trabajo. | ¿Qué haces? Estoy de au pair, cuido niños.",,False,True,True,0,3,3,{},"{""common_expressions"": [""vale""], ""cool_reactions"": [""Genial""], ""swears_expressions"": [""mierda""]}"
Spanish Affair_2014_976542_378,"Que va a venir la ama, ¿no? Pues lo entiendo, bien hecho.",farewells,0.6101521682739258,Spanish Affair,"00:27:33,903","00:27:36,614","No, bien. Nada, nada. | ¿Nade de qué?",Si yo tampoco quiero mezclar. | Es que va a ser un lío.,,False,True,True,0,3,3,{},"{""common_expressions"": [""Que va"", ""que va""], ""other_common"": [""l\u00edo""]}"
Americas First Horse Hidalgo and the Spanish Mustang_2004_7779_67,"Julia, ¿me dejas un momento a solas con Mitch, por favor?",requests,0.6487198495864869,Americas First Horse Hidalgo and the Spanish Mustang,"00:07:28,327","00:07:32,206","de los cojones, joder. | ¡Zorra! ¡Puta gorda! ¡Puta zorra!",Espérame un segundo fuera. | Por favor.,,False,True,True,0,3,3,{},"{""swears_expressions"": [""joder"", ""Puta"", ""Puta""]}"
The Spanish Apartment_2002_4390624_379,¡Bien! ¡Sí!,greetings,0.6876094055175782,The Spanish Apartment,"00:30:41,591","00:30:43,343","¡Genial! Ya tengo piso. ¡Anda, qué bien! | Sí, entonces, vale.","Yo tengo un cuarto de mierda donde trabajo. | ¿Qué haces? Estoy de au pair, cuido niños.",,False,True,True,0,3,3,{},"{""common_expressions"": [""vale""], ""cool_reactions"": [""Genial""], ""swears_expressions"": [""mierda""]}"
Spanish Affair_2014_976542_1332,¿Adónde vamos a ir?,plans,0.8295938634872436,Spanish Affair,"01:20:10,101","01:20:11,102","Si se tienen que casar otro día, pues otro día u otro año. | Sí, ya vamos, ¿eh? Saliendo estamos.","Pero, ¿tú estás loca, ""mi arma""? Hostia, o como mierda se diga. | Koldo, que lo dejen, que empeñamos en que hay que casarse",,True,True,True,1,2,3,"{""swears_edgy"": [""Hostia""]}","{""swears_expressions"": [""mierda"", ""Hostia""]}"
The Spanish Apartment_2002_8995441_378,¡Bien! ¡Sí!,greetings,0.6876094055175782,The Spanish Apartment,"00:30:14,898","00:30:16,649","¡Genial! Ya tengo piso. ¡Anda, qué bien! | Sí, entonces, vale.","Yo tengo un cuarto de mierda donde trabajo. | ¿Qué haces? Estoy de au pair, cuido niños.",,False,True,True,0,3,3,{},"{""common_expressions"": [""vale""], ""cool_reactions"": [""Genial""], ""swears_expressions"": [""mierda""]}"
The Spanish Apartment_2002_8995440_377,"Sí, entonces, vale.o",farewells,0.6089693260192872,The Spanish Apartment,"00:29:16,578","00:29:17,900","Pero si ven que soy valona. | ¡Genial! Ya tengo piso. ¡Anda, qué bien!",¡Bien! ¡Sí!a | Yo tengo un cuarto de mierda donde trabajo.,,False,True,True,0,3,3,{},"{""common_expressions"": [""vale""], ""cool_reactions"": [""Genial""], ""swears_expressions"": [""mierda""]}"
Sin City_2005_204804_771,¿Adonde vas? Te llevaremos. No cariño. Yo trabajo por el dia.,farewells,0.618697566986084,Sin City,"00:56:46,889","00:56:52,132",Eres un cadaver. | Hola nena. hola nena.,"Y ha sido un largo dia. Ademas, no trabajo grupos. | Entra en el auto nena. Vamos a hablar, sera agradable.",,True,False,True,3,0,3,"{""address_terms"": [""nena"", ""nena"", ""nena""]}",{}
The Spanish Apartment_2002_8995440_784,Te lo dije. ¡Todas unas guarras!,farewells,0.6261271667480469,The Spanish Apartment,"01:06:24,300","01:06:26,420","Y luego, era: ""¡Sí, oh, sí, sí!"" | Increíble, nunca lo hubiera imaginado.","¡Tienes razón, es increíble! Es algo. | La próxima vez, la cojo por el pelo y digo: ""Chupa, puta"".",,False,True,True,0,3,3,{},"{""cool_reactions"": [""Incre\u00edble"", ""incre\u00edble""], ""swears_expressions"": [""puta""]}"
Americas First Horse Hidalgo and the Spanish Mustang_2004_7779_276,¿Puedes callarte un minuto? ¿Sería posible?,requests,0.7424172067642212,Americas First Horse Hidalgo and the Spanish Mustang,"00:21:26,327","00:21:30,161","Cualquier hombre te vale. | Apestas a soledad, tío. No eres mi tipo.","Quiero contarte algo. Ten cuidado o puedes perderlo todo en una noche. | Te voy a hablar del viejo Mitch, ¿vale?",,False,True,True,0,3,3,{},"{""common_expressions"": [""vale"", ""vale""], ""address_terms"": [""t\u00edo""]}"
The Spanish Apartment_2002_4388885_1150,"Sí, sí. perdona.",apologies,1.0,The Spanish Apartment,"01:38:38,914","01:38:42,074","Ningún problema. | ¿Vale, de acuerdo? Vale.",Vale. Hasta luego. | ¿Y qué ibas a decirme de tu novia.?,,False,True,True,0,3,3,{},"{""common_expressions"": [""Vale"", ""Vale"", ""Vale""]}"
Americas First Horse Hidalgo and the Spanish Mustang_2004_7779_615,"Joder, apestas.",farewells,0.6375294876098634,Americas First Horse Hidalgo and the Spanish Mustang,"00:45:27,367","00:45:29,005","Joder, vete al cuarto de baño. Y no hagas ruido. | Quieto ahí.",Bebe el agua. | Bebe la puta agua. Haz lo que te digo.,,False,True,True,0,3,3,{},"{""swears_expressions"": [""Joder"", ""Joder"", ""puta""]}"
Americas First Horse Hidalgo and the Spanish Mustang_2004_7779_141,"Lárgate, ¿vale?",farewells,0.696130485534668,Americas First Horse Hidalgo and the Spanish Mustang,"00:12:25,087","00:12:26,725","No, no me vas a decepcionar. Vas a subir. | No. ¿Sabes qué?","No sabes cuando se acaban las cosas, así que vete. | Mírate en un puto espejo, ¿vale? Joder.",,False,True,True,0,3,3,{},"{""common_expressions"": [""vale"", ""vale""], ""swears_expressions"": [""Joder""]}"
The Spanish Apartment_2002_8995440_1153,Vale. Hasta luego.,farewells,1.0,The Spanish Apartment,"01:38:57,779","01:38:59,500","¿Vale, de acuerdo? Vale. | Sí, sí. perdona.",¿Y qué ibas a decirme de tu novia.? | ¿Lo sabes?,,False,True,True,0,3,3,{},"{""common_expressions"": [""Vale"", ""Vale"", ""Vale""]}"
The Spanish Apartment_2002_8995440_1151,"¿Vale, de acuerdo? Vale.",greetings,0.6869118881225587,The Spanish Apartment,"01:38:48,380","01:38:50,658","Lo siento, William. | Ningún problema.","Sí, sí. perdona. | Vale. Hasta luego.",,False,True,True,0,3,3,{},"{""common_expressions"": [""Vale"", ""Vale"", ""Vale""]}"
Barcelona Summer Night_2013_6579113_1559,maricón. seguro. Seguro.,farewells,0.6877921295166016,Barcelona Summer Night,"01:21:40,520","01:21:41,920","seguro que es de las malas. | Ancho de espalda, estrecho de culo.","Esto es una mierda, tío. | Ya lo sé.",,False,True,True,0,3,3,{},"{""address_terms"": [""t\u00edo""], ""swears_expressions"": [""mierda""], ""other_common"": [""culo""]}"
The Spanish Apartment_2002_8995440_378,¡Bien! ¡Sí!a,greetings,0.6852507781982422,The Spanish Apartment,"00:29:18,058","00:29:19,740","¡Genial! Ya tengo piso. ¡Anda, qué bien! | Sí, entonces, vale.o","Yo tengo un cuarto de mierda donde trabajo. | ¿Qué haces? Estoy de au pair, cuido niños.",,False,True,True,0,3,3,{},"{""common_expressions"": [""vale""], ""cool_reactions"": [""Genial""], ""swears_expressions"": [""mierda""]}"
The Spanish Apartment_2002_4388885_782,Te lo dije. ¡Todas unas guarras!,farewells,0.6261271667480469,The Spanish Apartment,"01:06:09,000","01:06:11,120","Y luego, era: ""¡Sí, oh, sí, sí!"" | Increíble, nunca lo hubiera imaginado.","¡Tienes razón, es increíble! Es algo. | La próxima vez, la cojo por el pelo y digo: ""Chupa, puta"".",,False,True,True,0,3,3,{},"{""cool_reactions"": [""Incre\u00edble"", ""incre\u00edble""], ""swears_expressions"": [""puta""]}"
The Spanish Apartment_2002_4389755_1151,Vale. Hasta luego.,farewells,1.0,The Spanish Apartment,"01:38:43,354","01:38:45,074","¿Vale, de acuerdo? Vale. | Sí, sí. perdona.",¿Y qué ibas a decirme de tu novia.? | ¿Lo sabes?,,False,True,True,0,3,3,{},"{""common_expressions"": [""Vale"", ""Vale"", ""Vale""]}"
The Spanish Apartment_2002_4388885_1149,"¿Vale, de acuerdo? Vale.",greetings,0.6869118881225587,The Spanish Apartment,"01:38:34,434","01:38:36,714","Lo siento, William. | Ningún problema.","Sí, sí. perdona. | Vale. Hasta luego.",,False,True,True,0,3,3,{},"{""common_expressions"": [""Vale"", ""Vale"", ""Vale""]}"
Barcelona Summer Night_2013_6579113_1326,"Joder, yo lo único que necesito saber es",requests,0.8,Barcelona Summer Night,"01:06:13,800","01:06:15,850","Joder, ya no sé lo que quieres lo que te diga. | No quiero que me digas nada, Carles.","si esta relación va a alguna parte o estamos haciendo el imbécil. | Espera, espera.",,False,True,True,0,3,3,{},"{""swears_expressions"": [""Joder"", ""Joder"", ""imb\u00e9cil""]}"
The Spanish Apartment_2002_4389755_1149,"¿Vale, de acuerdo? Vale.",greetings,0.6869118881225587,The Spanish Apartment,"01:38:33,952","01:38:36,233","Lo siento, William. | Ningún problema.","Sí, sí. perdona. | Vale. Hasta luego.",,False,True,True,0,3,3,{},"{""common_expressions"": [""Vale"", ""Vale"", ""Vale""]}"
Barcelona Summer Night_2013_6579113_1424,Pues que si algún día atropella a nuestro hijo,family,0.8,Barcelona Summer Night,"01:13:06,560","01:13:08,910",Solo quiero que sepas que. | ¿Qué?,"voy a estar supercerca para pegar todos los trozos. | Ostras, tío, pero es lo más macu que me has dicho nunca, ¿eh?",,True,True,True,2,1,3,"{""address_terms"": [""macu""], ""fillers_reactions"": [""Ostras""]}","{""address_terms"": [""t\u00edo""]}"
The Spanish Apartment_2002_4389755_1150,"Sí, sí. perdona.",apologies,1.0,The Spanish Apartment,"01:38:38,433","01:38:41,593","Ningún problema. | ¿Vale, de acuerdo? Vale.",Vale. Hasta luego. | ¿Y qué ibas a decirme de tu novia.?,,False,True,True,0,3,3,{},"{""common_expressions"": [""Vale"", ""Vale"", ""Vale""]}"
Barcelona Summer Night_2013_6579113_1508,"Hija de puta. Joder, ya ves, tío.",farewells,0.6287821006774903,Barcelona Summer Night,"01:16:45,920","01:16:47,770",¿Qué. qué. qué.? | Al-lota.,Bueno.,,False,True,True,0,3,3,{},"{""address_terms"": [""t\u00edo""], ""swears_expressions"": [""Joder"", ""puta""]}"
The Spanish Apartment_2002_8995440_1152,"Sí, sí. perdona.",apologies,1.0,The Spanish Apartment,"01:38:52,859","01:38:56,020","Ningún problema. | ¿Vale, de acuerdo? Vale.",Vale. Hasta luego. | ¿Y qué ibas a decirme de tu novia.?,,False,True,True,0,3,3,{},"{""common_expressions"": [""Vale"", ""Vale"", ""Vale""]}"
Spanish Affair_2014_976394_1332,¿Adónde vamos a ir?,plans,0.8295938634872436,Spanish Affair,"01:20:06,802","01:20:07,883","Si se tienen que casar otro día, pues otro día u otro año. | Sí, ya vamos, ¿eh? Saliendo estamos.","Pero, ¿tú estás loca, ""mi arma""? Hostia, o como mierda se diga. | Koldo, que lo dejen, que empeñamos en que hay que casarse",,True,True,True,1,2,3,"{""swears_edgy"": [""Hostia""]}","{""swears_expressions"": [""mierda"", ""Hostia""]}"
Barcelona Summer Night_2013_6579113_1499,"Vale, tío, la he liado.",farewells,0.6407199096679688,Barcelona Summer Night,"01:16:21,320","01:16:22,470","Pero Katherine, tú y yo never. | Joder, antes nos has comentado que.","Pero bueno, que aquí lo verdaderamente importante | es que vosotros arregléis lo vuestro.",,False,True,True,0,3,3,{},"{""common_expressions"": [""Vale""], ""address_terms"": [""t\u00edo""], ""swears_expressions"": [""Joder""]}"
Spanish Affair_2014_976394_313,que puedes usar para otra gilipollas que quiera casarse.,requests,0.8,Spanish Affair,"00:23:41,545","00:23:44,128","500. Joder, por lo menos la tela. | Es que hay trozos de tela que se seguro","¡Amaia! Lo siento mucho, de verdad. Y te entiendo muy bien, pero no. | ¿Me entiendes? ¿El que me entiendes?",,False,True,True,0,2,2,{},"{""swears_expressions"": [""Joder"", ""gilipollas""]}"
Spanish Movie_2009_126174_692,"Tranquila, tía, déjame que descanse.",farewells,0.6972102355957032,Spanish Movie,"00:41:47,960","00:41:51,080",Pensé que no volvería a tocarte. | Y a que me toques tú a mí.,"Después te doy. | Y una mierda, dame calor ahora.",,False,True,True,0,2,2,{},"{""address_terms"": [""t\u00eda""], ""swears_expressions"": [""mierda""]}"
The Spanish Apartment_2002_4390127_237,"Para acompañar, mantequilla no hay. ¿Qué tal con aceite?",greetings,0.8,The Spanish Apartment,"00:18:41,566","00:18:45,904","un poco de arroz, | o una pasta.","Sí, muy bien, pasta con aceite de oliva. ¡Marchando! | Marchando.",,False,True,True,0,2,2,{},"{""money_work"": [""pasta"", ""pasta""]}"
Vicky Cristina Barcelona_2008_4062446_435,"Además, nos vamos mañana.",plans,1.0,Vicky Cristina Barcelona,"00:28:08,108","00:28:09,835",estoy un poco mareada por el vino. | Dijiste que podías aguantar el alcohol.,"De acuerdo, está bien. Genial. | Ha sido increíble. Gracias, gracias.",,False,True,True,0,2,2,{},"{""cool_reactions"": [""Genial"", ""incre\u00edble""]}"
Vicky Cristina Barcelona_2008_4597308_437,"Ha sido increíble. Gracias, gracias.",farewells,0.6115843963623048,Vicky Cristina Barcelona,"00:29:42,074","00:29:45,836","Además, nos vamos mañana. | De acuerdo, está bien. Genial.","Estaba mirando tu cara y parecías muy conmovida. | Sí, sí. Algunas veces vi una mirada como ésa.",,False,True,True,0,2,2,{},"{""cool_reactions"": [""Genial"", ""incre\u00edble""]}"
Vicky Cristina Barcelona_2008_4597308_435,"Además, nos vamos mañana.",plans,1.0,Vicky Cristina Barcelona,"00:28:36,461","00:28:38,188",estoy un poco mareada por el vino. | Dijiste que podías aguantar el alcohol.,"De acuerdo, está bien. Genial. | Ha sido increíble. Gracias, gracias.",,False,True,True,0,2,2,{},"{""cool_reactions"": [""Genial"", ""incre\u00edble""]}"
Vicky Cristina Barcelona_2008_4065943_736,Así que. En fin.,farewells,0.6657591056823731,Vicky Cristina Barcelona,"00:52:31,263","00:52:33,223",¿Se va a quedar unos meses? | Ya he pasado por esto.,Mierda. | Si la hubieras conocido cuando yo la conocí. Su belleza,,False,True,True,0,2,2,{},"{""money_work"": [""quedar""], ""swears_expressions"": [""Mierda""]}"
To Barcelona with Love_2025_10592564_1460,"Genial. Sólida, sí.",farewells,0.6885900688171387,To Barcelona with Love,"00:59:12,757","00:59:14,383",¿Cómo va la historia? | Está bien.,"Oh, bien. Increíble. | Sabes, sólo quiero que sepas.",,False,True,True,0,2,2,{},"{""cool_reactions"": [""Genial"", ""Incre\u00edble""]}"
To Barcelona with Love_2025_10592564_1275,"Genial, genial.",farewells,0.607748146057129,To Barcelona with Love,"00:50:57,631","00:50:59,604","Oh, sí, me encanta. | Me encanta todo de esta ciudad.","Entonces, ¿es ahí donde esta historia nuestra termina. | en Barcelona?",,False,True,True,0,2,2,{},"{""cool_reactions"": [""Genial"", ""genial""]}"
Vicky Cristina Barcelona_2008_4597308_340,Estoy segura de que mi español va a salir.,plans,0.6244571948051453,Vicky Cristina Barcelona,"00:23:15,342","00:23:17,479","Si continuamos, no creo-- | Está bien. Eso fue genial. Él no habla inglés.",Se niega a hablar en otro idioma. Es un tema importante para mi padre. | ¿En serio? ¿Por qué?,,False,True,True,0,2,2,{},"{""common_expressions"": [""En serio""], ""cool_reactions"": [""genial""]}"
To Barcelona with Love_2025_10592564_1459,Está bien.,farewells,0.7512829017639161,To Barcelona with Love,"00:59:11,666","00:59:12,423",Hola. | ¿Cómo va la historia?,"Genial. Sólida, sí. | Oh, bien. Increíble.",,False,True,True,0,2,2,{},"{""cool_reactions"": [""Genial"", ""Incre\u00edble""]}"
To Barcelona with Love_2025_10592564_1339,Lo siento. Claro.,apologies,0.8,To Barcelona with Love,"00:53:47,724","00:53:48,600",Eso fue genial. | Genial.,Es tan agradable que se hayan vuelto tan cercanas. | Oh.,,False,True,True,0,2,2,{},"{""cool_reactions"": [""genial"", ""Genial""]}"
Spanish Affair_2014_976394_244,Ya me has hartado. ¡Hala!,farewells,0.7125923347473145,Spanish Affair,"00:19:26,874","00:19:28,615","Lo de Antxón, hay que ver, el pufo que te ha dejado el tío para la boda. | Eso es de tener muy poca vergüenza.","Voy a pensar que no quieres nada conmigo, baby. | ¿Cómo que ""baby""? ¡Tu puta madre!",,False,True,True,0,2,2,{},"{""address_terms"": [""t\u00edo""], ""swears_expressions"": [""puta""]}"
Spanish Movie_2009_126174_563,Te cuelga. -¿Qué?,farewells,0.8,Spanish Movie,"00:33:55,200","00:33:57,000","Ángela, Ángela, coño. | ¿Qué?","Tienes algo ahí. -¿El pelo? ¿Bien? | Bien, sí. -Vale.",,False,True,True,0,2,2,{},"{""common_expressions"": [""Vale""], ""swears_expressions"": [""co\u00f1o""]}"
